district,text,rating,source,lat,lon,sentiment_label,sentiment_score,sentiment_numeric
Железнодорожный,Есть Мир (cinema),4,osm_positive,53.35791608993204,83.74055172757356,NEUTRAL,0.5,0.5
Железнодорожный,KFC — работает (08:30-01:00),4,osm_active,53.35456820820547,83.74021256447517,POSITIVE,1.0,1.0
Железнодорожный,Лукойл — работает (24/7),4,osm_active,53.34876578333415,83.74045251965255,POSITIVE,1.0,1.0
Железнодорожный,Роснефть — работает (24/7),4,osm_active,53.34988808133608,83.74495846042882,POSITIVE,1.0,1.0
Железнодорожный,Роснефть — работает (24/7),4,osm_active,53.352726650184415,83.73564205878233,POSITIVE,1.0,1.0
Железнодорожный,Мария-Ра — работает (08:00-23:00),4,osm_active,53.35026428895481,83.73911889846183,POSITIVE,1.0,1.0
Железнодорожный,Столичный — работает (Mo-Su 09:00-20:00),4,osm_active,53.35261982197795,83.73979039305473,POSITIVE,1.0,1.0
Железнодорожный,Мария-Ра — работает (07:00-23:00),4,osm_active,53.35191357802189,83.73883737675828,POSITIVE,1.0,1.0
Железнодорожный,Новэкс — работает (Mo-Su 08:00-22:00),4,osm_active,53.35436037248857,83.73835960512731,POSITIVE,1.0,1.0
Железнодорожный,Мария-Ра — работает (08:00-23:00),4,osm_active,53.35396098228327,83.74111528563724,POSITIVE,1.0,1.0
Железнодорожный,Мария-Ра — доступен,5,osm_access,53.35368643581231,83.74296136768992,POSITIVE,1.0,1.0
Железнодорожный,Отделение связи №656031 — работает (Mo-Fr 08:00-20:00; Sa 09:00-18:00; Su 09:00-14:00),4,osm_active,53.35292908943926,83.7443009812146,POSITIVE,1.0,1.0
Железнодорожный,Губернский лекарь — работает (Mo-Fr 07:30-22:00),4,osm_active,53.35273406930623,83.7455862137465,POSITIVE,1.0,1.0
Железнодорожный,Мария-Ра — работает (08:00-22:00),4,osm_active,53.35586117799137,83.74231562559288,POSITIVE,1.0,1.0
Железнодорожный,Мария-Ра — работает (08:00-23:00),4,osm_active,53.349263786545016,83.7388453561404,POSITIVE,1.0,1.0
Железнодорожный,"Отделение связи №656039 — работает (Mo-Fr 08:00-13:00,14:00-20:00; Sa 09:00-13:00,14:00-18:00; Su off)",4,osm_active,53.34904343200826,83.74277435928184,POSITIVE,1.0,1.0
Железнодорожный,Отделение связи №656039 — недоступен,2,osm_access,53.3534537917072,83.73990819055435,NEGATIVE,0.0,0.0
Железнодорожный,Роснефть — работает (24/7),4,osm_active,53.352191631934325,83.74156769950805,POSITIVE,1.0,1.0
Железнодорожный,Мария-Ра — работает (08:00-22:00),4,osm_active,53.35028791893462,83.74156272463581,POSITIVE,1.0,1.0
Железнодорожный,Мария-Ра — работает (08:00-23:00),4,osm_active,53.35285253387252,83.741009940086,POSITIVE,1.0,1.0
Железнодорожный,Мария-Ра — доступен,5,osm_access,53.36180621580152,83.74226556927897,POSITIVE,1.0,1.0
Железнодорожный,Мария-Ра — работает (08:00-23:00),4,osm_active,53.35329263942112,83.73843024659425,POSITIVE,1.0,1.0
Железнодорожный,Мария-Ра — работает (08:00-22:00),4,osm_active,53.34882025414065,83.74490511358687,POSITIVE,1.0,1.0
Железнодорожный,Мария-Ра — недоступен,2,osm_access,53.351186801616784,83.73893575707942,NEGATIVE,0.0,0.0
Железнодорожный,Мария-Ра — работает (08:00-23:00),4,osm_active,53.34759260886762,83.73848362939667,POSITIVE,1.0,1.0
Железнодорожный,Мария-Ра — доступен,5,osm_access,53.35465336572304,83.74177973187,POSITIVE,1.0,1.0
Железнодорожный,Мария-Ра — работает (08:00-24:00),4,osm_active,53.35223871475322,83.73961551554171,POSITIVE,1.0,1.0
Железнодорожный,Мария-Ра — недоступен,2,osm_access,53.35400230709647,83.74241409438476,NEGATIVE,0.0,0.0
Железнодорожный,Мария-Ра — работает (08:00-22:00),4,osm_active,53.35383170850993,83.74149674313007,POSITIVE,1.0,1.0
Железнодорожный,Мария-Ра — работает (08:00-23:00),4,osm_active,53.35811255541822,83.73738798276037,POSITIVE,1.0,1.0
Железнодорожный,Есть Научно-педагогическая библиотека АлтГПА (library),4,osm_positive,53.35028707158212,83.73935560311891,NEUTRAL,0.5,0.5
Железнодорожный,Есть Научно-педагогическая библиотека АлтГПУ (library),4,osm_positive,53.346354015371205,83.73996696811083,NEUTRAL,0.5,0.5
Железнодорожный,"Отделение связи №656052 — работает (Mo-Fr 08:00-13:00,14:00-20:00; Sa 09:00-13:00,14:00-18:00; Su off)",4,osm_active,53.35310717422144,83.73888293674035,POSITIVE,1.0,1.0
Железнодорожный,Отделение связи №656052 — доступен,5,osm_access,53.35177814478114,83.74047754960858,POSITIVE,1.0,1.0
Железнодорожный,Наими — доступен,5,osm_access,53.34898080801519,83.7414668214539,POSITIVE,1.0,1.0
Железнодорожный,"Новэкс — работает (Mo-We,Fr-Su 08:00-21:30;Th 08:00-22:00)",4,osm_active,53.354111688523645,83.73745938740419,POSITIVE,1.0,1.0
Железнодорожный,Новэкс — работает (Mo-Su 09:00-21:00),4,osm_active,53.35734375844541,83.7438645918814,POSITIVE,1.0,1.0
Железнодорожный,Городская поликлиника №7 — работает (08:00-17:00),4,osm_active,53.34873133898977,83.74340477367703,POSITIVE,1.0,1.0
Железнодорожный,Сбербанк — работает (Mo-Fr 09:00-18:00),4,osm_active,53.35651944176165,83.74282741843382,POSITIVE,1.0,1.0
Железнодорожный,Сбербанк — доступен,5,osm_access,53.35481282270588,83.74098820985189,POSITIVE,1.0,1.0
Железнодорожный,Сбербанк — работает (Mo-Fr 09:30-18:30),4,osm_active,53.35732516785962,83.74119042343183,POSITIVE,1.0,1.0
Железнодорожный,Сбербанк — доступен,5,osm_access,53.351936970086,83.73839807670277,POSITIVE,1.0,1.0
